supplier_id,supplier_name,contact_name,phone,address,city,country,customer_id
,,,,,,,3396
,,,,,,,4569
,,,,,,,4467
,,,,,,,3890
,,,,,,,1474
,,,,,,,2554
,,,,,,,4135
,,,,,,,1104
,,,,,,,1769
,,,,,,,2718
,,,,,,,410
,,,,,,,3330
,,,,,,,563
,,,,,,,3466
,,,,,,,4802
,,,,,,,2893
,,,,,,,1353
,,,,,,,2692
,,,,,,,2254
,,,,,,,2476
,,,,,,,3798
,,,,,,,3505
,,,,,,,646
,,,,,,,4652
,,,,,,,1203
,,,,,,,371
,,,,,,,4139
,,,,,,,1203
,,,,,,,3576
,,,,,,,3955
,,,,,,,2454
,,,,,,,4769
,,,,,,,4501
,,,,,,,1218
,,,,,,,1399
,,,,,,,4084
,,,,,,,2093
,,,,,,,4145
,,,,,,,2831
,,,,,,,2922
,,,,,,,2807
,,,,,,,256
,,,,,,,3836
,,,,,,,2605
,,,,,,,4243
,,,,,,,1806
,,,,,,,3504
,,,,,,,2633
,,,,,,,4557
,,,,,,,2601
,,,,,,,3576
,,,,,,,3441
,,,,,,,4308
,,,,,,,3778
,,,,,,,4924
,,,,,,,2948
,,,,,,,3761
,,,,,,,3758
,,,,,,,246
,,,,,,,1694
,,,,,,,3108
,,,,,,,2182
,,,,,,,89
,,,,,,,1584
,,,,,,,1244
,,,,,,,2166
,,,,,,,426
,,,,,,,3672
,,,,,,,4891
,,,,,,,1989
,,,,,,,567
,,,,,,,884
,,,,,,,4515
,,,,,,,2164
,,,,,,,1202
,,,,,,,3011
,,,,,,,1219
,,,,,,,4642
,,,,,,,1177
,,,,,,,1795
,,,,,,,2745
,,,,,,,579
,,,,,,,2948
,,,,,,,3980
,,,,,,,2957
,,,,,,,1347
,,,,,,,2075
,,,,,,,3100
,,,,,,,951
,,,,,,,739
,,,,,,,3929
,,,,,,,206
,,,,,,,4616
,,,,,,,1998
,,,,,,,869
,,,,,,,1446
,,,,,,,4253
,,,,,,,1895
,,,,,,,3714
,,,,,,,1803
,,,,,,,4259
,,,,,,,4636
,,,,,,,3576
,,,,,,,60
,,,,,,,1507
,,,,,,,1198
,,,,,,,3705
,,,,,,,4211
,,,,,,,1535
,,,,,,,2406
,,,,,,,3051
,,,,,,,1299
,,,,,,,4268
,,,,,,,3273
,,,,,,,1365
,,,,,,,4083
,,,,,,,4802
,,,,,,,2323
,,,,,,,4357
,,,,,,,2399
,,,,,,,4225
,,,,,,,4321
,,,,,,,2925
,,,,,,,4413
,,,,,,,4228
,,,,,,,2779
,,,,,,,4524
,,,,,,,4583
,,,,,,,2686
,,,,,,,4869
,,,,,,,1575
,,,,,,,3103
,,,,,,,3550
,,,,,,,2070
,,,,,,,3795
,,,,,,,2665
,,,,,,,4904
,,,,,,,2662
,,,,,,,2990
,,,,,,,824
,,,,,,,2918
,,,,,,,192
,,,,,,,3943
,,,,,,,4481
,,,,,,,3973
,,,,,,,4470
,,,,,,,1730
,,,,,,,3997
,,,,,,,3380
,,,,,,,2565
,,,,,,,4384
,,,,,,,4695
,,,,,,,2727
,,,,,,,3609
,,,,,,,3605
,,,,,,,1093
,,,,,,,2359
,,,,,,,2523
,,,,,,,704
,,,,,,,1333
,,,,,,,2408
,,,,,,,4601
,,,,,,,2285
,,,,,,,3769
,,,,,,,483
,,,,,,,1483
,,,,,,,1872
,,,,,,,4646
,,,,,,,2313
,,,,,,,4886
,,,,,,,3453
,,,,,,,1546
,,,,,,,2875
,,,,,,,1910
,,,,,,,352
,,,,,,,3897
,,,,,,,1785
,,,,,,,1473
,,,,,,,4255
,,,,,,,517
,,,,,,,4675
,,,,,,,1596
,,,,,,,4565
,,,,,,,353
,,,,,,,2781
,,,,,,,3129
,,,,,,,2661
,,,,,,,349
,,,,,,,2798
,,,,,,,562
,,,,,,,3362
,,,,,,,2500
,,,,,,,2230
,,,,,,,1950
,,,,,,,4075
,,,,,,,1326
,,,,,,,3773
,,,,,,,307
,,,,,,,1372
,,,,,,,282
,,,,,,,640
,,,,,,,3523
,,,,,,,1732
,,,,,,,1356
,,,,,,,2243
,,,,,,,4058
,,,,,,,2160
,,,,,,,2498
,,,,,,,4994
,,,,,,,490
,,,,,,,1953
,,,,,,,1865
,,,,,,,1324
,,,,,,,1885
,,,,,,,1074
,,,,,,,2610
,,,,,,,3758
,,,,,,,3160
,,,,,,,3174
,,,,,,,2370
,,,,,,,168
,,,,,,,4377
,,,,,,,3852
,,,,,,,3187
,,,,,,,4498
,,,,,,,3917
,,,,,,,4093
,,,,,,,1953
,,,,,,,4809
,,,,,,,3986
,,,,,,,1892
,,,,,,,117
,,,,,,,1145
,,,,,,,991
,,,,,,,758
,,,,,,,226
,,,,,,,771
,,,,,,,768
,,,,,,,1948
,,,,,,,1336
,,,,,,,1591
,,,,,,,1253
,,,,,,,3601
,,,,,,,400
,,,,,,,3583
,,,,,,,363
,,,,,,,623
,,,,,,,2819
,,,,,,,3835
,,,,,,,4659
,,,,,,,30
,,,,,,,2905
,,,,,,,1779
,,,,,,,2453
,,,,,,,2188
,,,,,,,3133
,,,,,,,688
,,,,,,,3429
,,,,,,,1966
,,,,,,,1648
,,,,,,,1444
,,,,,,,1806
,,,,,,,462
,,,,,,,3085
,,,,,,,4812
,,,,,,,737
,,,,,,,2290
,,,,,,,4104
,,,,,,,2849
,,,,,,,1432
,,,,,,,1876
,,,,,,,214
,,,,,,,3863
,,,,,,,4523
,,,,,,,182
,,,,,,,1767
,,,,,,,2837
,,,,,,,2727
,,,,,,,4909
,,,,,,,3095
,,,,,,,4033
,,,,,,,4673
,,,,,,,1493
,,,,,,,4579
,,,,,,,4312
,,,,,,,233
,,,,,,,3535
,,,,,,,2169
,,,,,,,375
,,,,,,,3408
,,,,,,,770
,,,,,,,3987
,,,,,,,4853
,,,,,,,255
,,,,,,,2895
,,,,,,,2499
,,,,,,,1349
,,,,,,,4691
,,,,,,,319
,,,,,,,3084
,,,,,,,1466
,,,,,,,4491
,,,,,,,266
,,,,,,,4769
,,,,,,,2130
,,,,,,,1677
,,,,,,,1682
,,,,,,,1691
,,,,,,,4060
,,,,,,,3028
,,,,,,,235
,,,,,,,4643
,,,,,,,4706
,,,,,,,3874
,,,,,,,4164
,,,,,,,4113
,,,,,,,4702
,,,,,,,758
,,,,,,,1847
,,,,,,,2110
,,,,,,,353
,,,,,,,1148
,,,,,,,2447
,,,,,,,64
,,,,,,,2559
,,,,,,,254
,,,,,,,2787
,,,,,,,4762
,,,,,,,4565
,,,,,,,1512
,,,,,,,4159
,,,,,,,665
,,,,,,,3170
,,,,,,,3379
,,,,,,,1695
,,,,,,,3259
,,,,,,,541
,,,,,,,3288
,,,,,,,4999
,,,,,,,4404
,,,,,,,4202
,,,,,,,4416
,,,,,,,1352
,,,,,,,2265
,,,,,,,2128
,,,,,,,2742
,,,,,,,2617
,,,,,,,2250
,,,,,,,3299
,,,,,,,4999
,,,,,,,4946
,,,,,,,2678
,,,,,,,4796
,,,,,,,3864
,,,,,,,4370
,,,,,,,262
,,,,,,,1151
,,,,,,,3228
,,,,,,,4291
,,,,,,,1738
,,,,,,,2976
,,,,,,,2950
,,,,,,,2652
,,,,,,,2187
,,,,,,,44
,,,,,,,626
,,,,,,,590
,,,,,,,349
,,,,,,,3688
,,,,,,,153
,,,,,,,2228
,,,,,,,2484
,,,,,,,4837
,,,,,,,4288
,,,,,,,4223
,,,,,,,1086
,,,,,,,561
,,,,,,,637
,,,,,,,396
,,,,,,,39
,,,,,,,3108
,,,,,,,1171
,,,,,,,4171
,,,,,,,3259
,,,,,,,595
,,,,,,,4009
,,,,,,,164
,,,,,,,4498
,,,,,,,2209
,,,,,,,456
,,,,,,,3717
,,,,,,,4855
,,,,,,,66
,,,,,,,3990
,,,,,,,3976
,,,,,,,1357
,,,,,,,1960
,,,,,,,3743
,,,,,,,934
,,,,,,,3090
,,,,,,,1836
,,,,,,,1304
,,,,,,,2410
,,,,,,,2270
,,,,,,,1508
,,,,,,,1990
,,,,,,,505
,,,,,,,996
,,,,,,,4882
,,,,,,,1424
,,,,,,,1560
,,,,,,,1501
,,,,,,,3235
,,,,,,,3441
,,,,,,,4865
,,,,,,,1314
,,,,,,,3487
,,,,,,,1584
,,,,,,,1766
,,,,,,,4674
,,,,,,,3133
,,,,,,,2897
,,,,,,,990
,,,,,,,593
,,,,,,,4622
,,,,,,,4663
,,,,,,,3491
,,,,,,,3224
,,,,,,,892
,,,,,,,1139
,,,,,,,2057
,,,,,,,1785
,,,,,,,3849
,,,,,,,4353
,,,,,,,2539
,,,,,,,2408
,,,,,,,2962
,,,,,,,4101
,,,,,,,3346
,,,,,,,5
,,,,,,,1923
,,,,,,,2532
,,,,,,,4973
,,,,,,,4582
,,,,,,,695
,,,,,,,2180
,,,,,,,2975
,,,,,,,2866
,,,,,,,3912
,,,,,,,4678
,,,,,,,1539
,,,,,,,3805
,,,,,,,2908
,,,,,,,246
,,,,,,,1981
,,,,,,,1357
,,,,,,,329
,,,,,,,1755
,,,,,,,4866
,,,,,,,3254
,,,,,,,3181
,,,,,,,482
,,,,,,,39
,,,,,,,3678
,,,,,,,3258
,,,,,,,589
,,,,,,,2537
,,,,,,,365
,,,,,,,756
,,,,,,,3670
,,,,,,,518
,,,,,,,3205
,,,,,,,4867
,,,,,,,4357
,,,,,,,1519
,,,,,,,2102
,,,,,,,1458
,,,,,,,947
,,,,,,,3454
,,,,,,,3126
,,,,,,,744
,,,,,,,491
,,,,,,,1950
,,,,,,,3465
,,,,,,,2590
,,,,,,,793
,,,,,,,1310
,,,,,,,3754
,,,,,,,2692
,,,,,,,4580
,,,,,,,527
,,,,,,,521
,,,,,,,4342
,,,,,,,4110
,,,,,,,2431
,,,,,,,4078
,,,,,,,4542
,,,,,,,4631
,,,,,,,1011
,,,,,,,2566
,,,,,,,372
,,,,,,,4162
,,,,,,,2087
,,,,,,,647
,,,,,,,3748
,,,,,,,4298
,,,,,,,4771
,,,,,,,1586
,,,,,,,915
,,,,,,,2282
,,,,,,,2507
,,,,,,,4692
,,,,,,,1624
,,,,,,,4320
,,,,,,,267
,,,,,,,275
,,,,,,,3425
,,,,,,,4856
,,,,,,,931
,,,,,,,276
,,,,,,,1160
,,,,,,,1498
,,,,,,,3433
,,,,,,,3209
,,,,,,,3899
,,,,,,,2196
,,,,,,,4464
,,,,,,,4045
,,,,,,,4788
,,,,,,,2697
,,,,,,,4574
,,,,,,,1304
,,,,,,,3976
,,,,,,,2134
,,,,,,,4406
,,,,,,,742
,,,,,,,1455
,,,,,,,909
,,,,,,,491
,,,,,,,1466
,,,,,,,3134
,,,,,,,3901
,,,,,,,3879
,,,,,,,4375
,,,,,,,2274
,,,,,,,4760
,,,,,,,3593
,,,,,,,3745
,,,,,,,3115
,,,,,,,1750
,,,,,,,1234
,,,,,,,4151
,,,,,,,1768
,,,,,,,946
,,,,,,,2306
,,,,,,,169
,,,,,,,1408
,,,,,,,4214
,,,,,,,3724
,,,,,,,2128
,,,,,,,4046
,,,,,,,321
,,,,,,,3457
,,,,,,,4076
,,,,,,,3245
,,,,,,,3809
,,,,,,,1102
,,,,,,,668
,,,,,,,2134
,,,,,,,2615
,,,,,,,311
,,,,,,,434
,,,,,,,3809
,,,,,,,2550
,,,,,,,96
,,,,,,,2094
,,,,,,,3427
,,,,,,,38
,,,,,,,203
,,,,,,,270
,,,,,,,4467
,,,,,,,3809
,,,,,,,1245
,,,,,,,1372
,,,,,,,1984
,,,,,,,244
,,,,,,,519
,,,,,,,740
,,,,,,,938
,,,,,,,3555
,,,,,,,4733
,,,,,,,3452
,,,,,,,3417
,,,,,,,3664
,,,,,,,2392
,,,,,,,2610
,,,,,,,2606
,,,,,,,4934
,,,,,,,4237
,,,,,,,3834
,,,,,,,4288
,,,,,,,3568
,,,,,,,3640
,,,,,,,2793
,,,,,,,1971
,,,,,,,2176
,,,,,,,1964
,,,,,,,4368
,,,,,,,1735
,,,,,,,4658
,,,,,,,1965
,,,,,,,4433
,,,,,,,3655
,,,,,,,1693
,,,,,,,4625
,,,,,,,4281
,,,,,,,3731
,,,,,,,1362
,,,,,,,412
,,,,,,,4452
,,,,,,,1934
,,,,,,,1217
,,,,,,,365
,,,,,,,1888
,,,,,,,2012
,,,,,,,3455
,,,,,,,3230
,,,,,,,610
,,,,,,,4502
,,,,,,,3427
,,,,,,,1422
,,,,,,,4830
,,,,,,,4950
,,,,,,,4468
,,,,,,,3193
,,,,,,,1458
,,,,,,,2753
,,,,,,,4343
,,,,,,,4442
,,,,,,,4650
,,,,,,,204
,,,,,,,2519
,,,,,,,4720
,,,,,,,2296
,,,,,,,2855
,,,,,,,3955
,,,,,,,2309
,,,,,,,3404
,,,,,,,1397
,,,,,,,1009
,,,,,,,4060
,,,,,,,856
,,,,,,,4782
,,,,,,,476
,,,,,,,1980
,,,,,,,4978
,,,,,,,1358
,,,,,,,1095
,,,,,,,4846
,,,,,,,1875
,,,,,,,1231
,,,,,,,2006
,,,,,,,928
,,,,,,,589
,,,,,,,462
,,,,,,,4948
,,,,,,,3857
,,,,,,,3377
,,,,,,,3811
,,,,,,,2800
,,,,,,,942
,,,,,,,4331
,,,,,,,173
,,,,,,,601
,,,,,,,4933
,,,,,,,992
,,,,,,,4407
,,,,,,,971
,,,,,,,2930
,,,,,,,3941
,,,,,,,3279
,,,,,,,1670
,,,,,,,2127
,,,,,,,2959
,,,,,,,32
,,,,,,,4300
,,,,,,,1171
,,,,,,,2288
,,,,,,,1058
,,,,,,,844
,,,,,,,4398
,,,,,,,3517
,,,,,,,4502
,,,,,,,1127
,,,,,,,175
,,,,,,,4331
,,,,,,,3894
,,,,,,,3394
,,,,,,,862
,,,,,,,1326
,,,,,,,3806
,,,,,,,2250
,,,,,,,465
,,,,,,,2304
,,,,,,,2627
,,,,,,,3361
,,,,,,,3411
,,,,,,,1043
,,,,,,,2947
,,,,,,,732
,,,,,,,2870
,,,,,,,3823
,,,,,,,2315
,,,,,,,3402
,,,,,,,4312
,,,,,,,4618
,,,,,,,2128
,,,,,,,2586
,,,,,,,48
,,,,,,,387
,,,,,,,4772
,,,,,,,3847
,,,,,,,4522
,,,,,,,1679
,,,,,,,1345
,,,,,,,4772
,,,,,,,4361
,,,,,,,190
,,,,,,,1759
,,,,,,,1635
,,,,,,,2708
,,,,,,,920
,,,,,,,2444
,,,,,,,258
,,,,,,,1317
,,,,,,,1927
,,,,,,,1102
,,,,,,,2438
,,,,,,,3963
,,,,,,,4280
,,,,,,,3801
,,,,,,,504
,,,,,,,1839
,,,,,,,3104
,,,,,,,605
,,,,,,,3445
,,,,,,,1027
,,,,,,,3570
,,,,,,,2892
,,,,,,,1536
,,,,,,,2499
,,,,,,,254
,,,,,,,2239
,,,,,,,2824
,,,,,,,371
,,,,,,,477
,,,,,,,1870
,,,,,,,3746
,,,,,,,4523
,,,,,,,2030
,,,,,,,1137
,,,,,,,973
,,,,,,,4761
,,,,,,,4963
,,,,,,,1281
,,,,,,,3249
,,,,,,,1327
,,,,,,,296
,,,,,,,3648
,,,,,,,4980
,,,,,,,2828
,,,,,,,2902
,,,,,,,3630
,,,,,,,3911
,,,,,,,3056
,,,,,,,3261
,,,,,,,3895
,,,,,,,1253
,,,,,,,1257
,,,,,,,864
,,,,,,,3415
,,,,,,,2350
,,,,,,,4212
,,,,,,,2165
,,,,,,,320
,,,,,,,1598
,,,,,,,123
,,,,,,,3482
,,,,,,,2536
,,,,,,,1243
,,,,,,,521
,,,,,,,2962
,,,,,,,1076
,,,,,,,2085
,,,,,,,3022
,,,,,,,3126
,,,,,,,2445
,,,,,,,374
,,,,,,,743
,,,,,,,4032
,,,,,,,2282
,,,,,,,308
,,,,,,,4554
,,,,,,,1044
,,,,,,,679
,,,,,,,4160
,,,,,,,50
,,,,,,,1775
,,,,,,,65
,,,,,,,4727
,,,,,,,897
,,,,,,,1679
,,,,,,,4828
,,,,,,,4264
,,,,,,,523
,,,,,,,4429
,,,,,,,3090
,,,,,,,101
,,,,,,,1209
,,,,,,,2348
,,,,,,,337
,,,,,,,4361
,,,,,,,142
,,,,,,,3546
,,,,,,,503
,,,,,,,4697
,,,,,,,1452
,,,,,,,4835
,,,,,,,4979
,,,,,,,1434
,,,,,,,3410
,,,,,,,4597
,,,,,,,3186
,,,,,,,4979
,,,,,,,1701
,,,,,,,2232
,,,,,,,3043
,,,,,,,2528
,,,,,,,1935
,,,,,,,2999
,,,,,,,1529
,,,,,,,1250
,,,,,,,4648
,,,,,,,2147
,,,,,,,1008
,,,,,,,2389
,,,,,,,4707
,,,,,,,3505
,,,,,,,2521
,,,,,,,4521
,,,,,,,3736
,,,,,,,2723
,,,,,,,3309
,,,,,,,4154
,,,,,,,3819
,,,,,,,4693
,,,,,,,1733
,,,,,,,2999
,,,,,,,3296
,,,,,,,1597
,,,,,,,1352
,,,,,,,3011
,,,,,,,814
,,,,,,,4316
,,,,,,,3832
,,,,,,,2593
,,,,,,,2835
,,,,,,,2349
,,,,,,,1571
,,,,,,,4069
,,,,,,,1113
,,,,,,,4684
,,,,,,,883
,,,,,,,3554
,,,,,,,1620
,,,,,,,1182
,,,,,,,2994
,,,,,,,3879
,,,,,,,2887
,,,,,,,889
,,,,,,,522
,,,,,,,714
,,,,,,,4767
,,,,,,,2465
,,,,,,,1402
,,,,,,,4776
,,,,,,,2659
,,,,,,,2380
,,,,,,,2071
,,,,,,,625
,,,,,,,305
,,,,,,,1126
,,,,,,,3188
,,,,,,,274
,,,,,,,1306
,,,,,,,2360
,,,,,,,3357
,,,,,,,4959
,,,,,,,1375
,,,,,,,4233
,,,,,,,487
,,,,,,,4451
,,,,,,,2561
,,,,,,,1687
,,,,,,,1768
,,,,,,,3134
,,,,,,,3242
,,,,,,,1166
,,,,,,,2112
,,,,,,,3266
,,,,,,,4034
,,,,,,,3114
,,,,,,,1878
,,,,,,,2040
,,,,,,,858
,,,,,,,1073
,,,,,,,1414
,,,,,,,275
,,,,,,,4313
,,,,,,,3838
,,,,,,,3510
,,,,,,,119
,,,,,,,50
,,,,,,,1690
,,,,,,,2562
,,,,,,,2329
,,,,,,,4429
,,,,,,,3018
,,,,,,,2002
,,,,,,,3061
,,,,,,,300
,,,,,,,222
,,,,,,,4841
,,,,,,,1069
,,,,,,,4686
,,,,,,,2729
,,,,,,,1244
,,,,,,,4540
,,,,,,,915
,,,,,,,4280
,,,,,,,4243
,,,,,,,1933
,,,,,,,4071
,,,,,,,2741
,,,,,,,805
,,,,,,,1378
,,,,,,,658
,,,,,,,803
,,,,,,,3587
,,,,,,,1613
,,,,,,,480
,,,,,,,35
,,,,,,,4819
,,,,,,,2208
,,,,,,,3485
,,,,,,,1977
,,,,,,,116
,,,,,,,4949
,,,,,,,1613
,,,,,,,2285
,,,,,,,463
,,,,,,,3454
,,,,,,,4242
,,,,,,,2289
,,,,,,,2663
,,,,,,,1147
,,,,,,,1311
,,,,,,,3905
,,,,,,,3093
,,,,,,,3342
,,,,,,,4094
,,,,,,,1257
,,,,,,,81
,,,,,,,4391
,,,,,,,159
,,,,,,,1771
,,,,,,,2861
,,,,,,,2617
,,,,,,,2814
,,,,,,,2298
,,,,,,,3737
,,,,,,,516
,,,,,,,550
,,,,,,,1347
,,,,,,,1326
,,,,,,,448
,,,,,,,2568
,,,,,,,871
,,,,,,,2978
,,,,,,,3758
,,,,,,,219
,,,,,,,511
,,,,,,,3856
,,,,,,,2814
,,,,,,,4600
,,,,,,,4282
,,,,,,,2148
,,,,,,,867
,,,,,,,487
,,,,,,,4245
,,,,,,,2476
,,,,,,,571
,,,,,,,3140
,,,,,,,1209
,,,,,,,3617
,,,,,,,4887
,,,,,,,1609
,,,,,,,3103
,,,,,,,4600
,,,,,,,4293
,,,,,,,4192
,,,,,,,4241
,,,,,,,742
,,,,,,,3761
,,,,,,,514
,,,,,,,3462
,,,,,,,1379
,,,,,,,1740
,,,,,,,3678
,,,,,,,3627
,,,,,,,3577
,,,,,,,806
,,,,,,,3186
,,,,,,,3316
,,,,,,,4490
,,,,,,,1781
,,,,,,,2702
,,,,,,,2632
,,,,,,,415
,,,,,,,244
,,,,,,,4255
,,,,,,,1421
,,,,,,,4003
,,,,,,,1688
,,,,,,,2415
,,,,,,,1519
,,,,,,,1949
,,,,,,,1404
,,,,,,,4182
,,,,,,,2751
,,,,,,,3054
,,,,,,,4330
,,,,,,,2736
,,,,,,,2349
,,,,,,,4397
,,,,,,,3135
,,,,,,,1808
,,,,,,,1440
,,,,,,,2228
,,,,,,,4120
,,,,,,,3624
,,,,,,,1344
,,,,,,,408
,,,,,,,484
,,,,,,,3431
,,,,,,,599
,,,,,,,359
,,,,,,,3776
,,,,,,,2694
,,,,,,,3273
,,,,,,,4607
,,,,,,,1016
,,,,,,,3016
,,,,,,,1174
,,,,,,,955
,,,,,,,946
,,,,,,,394
,,,,,,,1714
,,,,,,,1292
,,,,,,,1270
,,,,,,,166
,,,,,,,1014
,,,,,,,3348
,,,,,,,706
,,,,,,,3203
,,,,,,,1425
,,,,,,,301
,,,,,,,576
,,,,,,,2895
,,,,,,,4476
,,,,,,,519
,,,,,,,3623
,,,,,,,4762
,,,,,,,4641
,,,,,,,676
,,,,,,,4223
,,,,,,,1915
,,,,,,,4225
,,,,,,,3229
,,,,,,,4034
,,,,,,,2123
,,,,,,,2607
,,,,,,,2710
,,,,,,,4586
,,,,,,,637
,,,,,,,4214
,,,,,,,1959
,,,,,,,3666
,,,,,,,236
,,,,,,,2416
,,,,,,,733
,,,,,,,3940
,,,,,,,4405
,,,,,,,4069
,,,,,,,4747
,,,,,,,316
,,,,,,,2689
,,,,,,,2057
,,,,,,,2566
,,,,,,,3491
,,,,,,,393
,,,,,,,1566
,,,,,,,840
,,,,,,,1012
,,,,,,,4027
,,,,,,,4992
,,,,,,,4717
,,,,,,,1805
,,,,,,,532
,,,,,,,4679
,,,,,,,4353
,,,,,,,183
,,,,,,,4402
,,,,,,,1119
,,,,,,,2738
,,,,,,,2763
,,,,,,,1937
,,,,,,,2739
,,,,,,,4097
,,,,,,,2803
,,,,,,,1289
,,,,,,,3500
,,,,,,,1916
,,,,,,,4381
,,,,,,,27
,,,,,,,545
,,,,,,,1366
,,,,,,,4407
,,,,,,,2886
,,,,,,,852
,,,,,,,4571
,,,,,,,888
,,,,,,,2127
,,,,,,,3739
,,,,,,,3347
,,,,,,,1265
,,,,,,,2297
,,,,,,,87
,,,,,,,3753
,,,,,,,2936
,,,,,,,3428
,,,,,,,1777
,,,,,,,2972
,,,,,,,4381
,,,,,,,2615
,,,,,,,685
,,,,,,,278
,,,,,,,3208
,,,,,,,1838
,,,,,,,3640
,,,,,,,426
,,,,,,,1320
,,,,,,,2247
,,,,,,,324
,,,,,,,1804
,,,,,,,2322
,,,,,,,4218
,,,,,,,3319
,,,,,,,3417
,,,,,,,2586
,,,,,,,1908
,,,,,,,3998
,,,,,,,722
,,,,,,,4747
,,,,,,,907
,,,,,,,3225
,,,,,,,2256
,,,,,,,1194
,,,,,,,4207
,,,,,,,4398
,,,,,,,2791
,,,,,,,587
,,,,,,,562
,,,,,,,2273
,,,,,,,1014
,,,,,,,1303
,,,,,,,4512
,,,,,,,4198
,,,,,,,648
,,,,,,,802
,,,,,,,1957
,,,,,,,2203
,,,,,,,2482
,,,,,,,723
,,,,,,,884
,,,,,,,3191
,,,,,,,934
,,,,,,,4614
,,,,,,,3348
,,,,,,,969
,,,,,,,4948
,,,,,,,3336
,,,,,,,4795
,,,,,,,4699
,,,,,,,4412
,,,,,,,1384
,,,,,,,1913
,,,,,,,2753
,,,,,,,1503
,,,,,,,4924
,,,,,,,1977
,,,,,,,2035
,,,,,,,2026
,,,,,,,3809
,,,,,,,2382
,,,,,,,1680
,,,,,,,1038
,,,,,,,4823
,,,,,,,1204
,,,,,,,1224
,,,,,,,4422
,,,,,,,1003
,,,,,,,4327
,,,,,,,1776
,,,,,,,608
,,,,,,,2319
,,,,,,,3812
,,,,,,,1961
,,,,,,,3460
,,,,,,,4228
,,,,,,,2462
,,,,,,,1268
,,,,,,,2759
,,,,,,,3769
,,,,,,,3106
,,,,,,,1967
,,,,,,,1294
,,,,,,,2722
,,,,,,,3467
,,,,,,,328
,,,,,,,2817
,,,,,,,1048
,,,,,,,2887
,,,,,,,775
,,,,,,,172
,,,,,,,3689
,,,,,,,2065
,,,,,,,4819
,,,,,,,2123
,,,,,,,2137
,,,,,,,2756
,,,,,,,4472
,,,,,,,1551
,,,,,,,968
,,,,,,,4010
,,,,,,,692
,,,,,,,3301
,,,,,,,2502
,,,,,,,2583
,,,,,,,3657
,,,,,,,741
,,,,,,,4722
,,,,,,,438
,,,,,,,130
,,,,,,,4842
,,,,,,,383
,,,,,,,2112
,,,,,,,2156
,,,,,,,4392
,,,,,,,1141
,,,,,,,4895
,,,,,,,3114
,,,,,,,1401
,,,,,,,640
,,,,,,,398
,,,,,,,2566
,,,,,,,3046
,,,,,,,4433
,,,,,,,4799
,,,,,,,2381
,,,,,,,114
,,,,,,,3906
,,,,,,,4109
,,,,,,,2379
,,,,,,,4739
,,,,,,,1503
,,,,,,,2139
,,,,,,,1257
,,,,,,,2591
,,,,,,,640
,,,,,,,4572
,,,,,,,1367
,,,,,,,3599
,,,,,,,3481
,,,,,,,3912
,,,,,,,534
,,,,,,,1619
,,,,,,,1221
,,,,,,,4835
,,,,,,,4951
,,,,,,,1487
,,,,,,,4927
,,,,,,,287
,,,,,,,3295
,,,,,,,3097
,,,,,,,685
,,,,,,,2943
,,,,,,,999
,,,,,,,1527
,,,,,,,2119
,,,,,,,2017
,,,,,,,3513
,,,,,,,2409
,,,,,,,2470
,,,,,,,1663
,,,,,,,2232
,,,,,,,823
,,,,,,,1597
,,,,,,,4328
,,,,,,,4081
,,,,,,,1929
,,,,,,,1607
,,,,,,,854
,,,,,,,3622
,,,,,,,3911
,,,,,,,2280
,,,,,,,13
,,,,,,,2018
,,,,,,,3542
,,,,,,,3772
,,,,,,,4526
,,,,,,,4185
,,,,,,,1131
,,,,,,,4697
,,,,,,,2718
,,,,,,,4348
,,,,,,,700
,,,,,,,4645
,,,,,,,659
,,,,,,,3506
,,,,,,,129
,,,,,,,4800
,,,,,,,2704
,,,,,,,2254
,,,,,,,1641
,,,,,,,3374
,,,,,,,4554
,,,,,,,2353
,,,,,,,2032
,,,,,,,1287
,,,,,,,3754
,,,,,,,277
,,,,,,,2840
,,,,,,,3605
,,,,,,,2640
,,,,,,,1249
,,,,,,,2494
,,,,,,,4423
,,,,,,,2430
,,,,,,,3285
,,,,,,,342
,,,,,,,3255
,,,,,,,1780
,,,,,,,332
,,,,,,,514
,,,,,,,3128
,,,,,,,1008
,,,,,,,183
,,,,,,,2550
,,,,,,,3576
,,,,,,,1284
,,,,,,,4607
,,,,,,,360
,,,,,,,2775
,,,,,,,1589
,,,,,,,4041
,,,,,,,2023
,,,,,,,3953
,,,,,,,1394
,,,,,,,2264
,,,,,,,4959
,,,,,,,204
,,,,,,,30
,,,,,,,4582
,,,,,,,1799
,,,,,,,1257
,,,,,,,120
,,,,,,,2556
,,,,,,,1086
,,,,,,,281
,,,,,,,1098
,,,,,,,417
,,,,,,,534
,,,,,,,218
,,,,,,,2396
,,,,,,,2839
,,,,,,,4119
,,,,,,,3164
,,,,,,,2551
,,,,,,,222
,,,,,,,2858
,,,,,,,2670
,,,,,,,1272
,,,,,,,3140
,,,,,,,1553
,,,,,,,2466
,,,,,,,3290
,,,,,,,524
,,,,,,,2632
,,,,,,,3210
,,,,,,,2018
,,,,,,,1603
,,,,,,,1226
,,,,,,,4827
,,,,,,,498
,,,,,,,2171
,,,,,,,400
,,,,,,,4259
,,,,,,,1638
,,,,,,,4707
,,,,,,,4042
,,,,,,,1213
,,,,,,,1318
,,,,,,,4007
,,,,,,,4022
